,cellID,t_predominant,geometry
13,126002,HD,"POLYGON ((9.231778697875399 45.49861243267575, 9.231778697875399 45.49892725830637, 9.232227855517458 45.49892725830637, 9.232227855517458 45.49861243267575, 9.231778697875399 45.49861243267575))"
14,73941,HD,"POLYGON ((9.176083150259988 45.49577892278795, 9.176083150259988 45.49609376426101, 9.176532307902047 45.49609376426101, 9.176532307902047 45.49577892278795, 9.176083150259988 45.49577892278795))"
15,92663,Transport,"POLYGON ((9.194947771226499 45.47247576900252, 9.194947771226499 45.47279074073663, 9.195396928868558 45.47279074073663, 9.195396928868558 45.47247576900252, 9.194947771226499 45.47247576900252))"
16,81994,HD,"POLYGON ((9.184167987817064 45.46113561421394, 9.184167987817064 45.46145064931895, 9.184617145459123 45.46145064931895, 9.184617145459123 45.46113561421394, 9.184167987817064 45.46113561421394))"
17,102612,HD,"POLYGON ((9.205278396993871 45.44916297583253, 9.205278396993871 45.44947807782945, 9.205727554635931 45.44947807782945, 9.205727554635931 45.44916297583253, 9.205278396993871 45.44916297583253))"
18,99735,Transport,"POLYGON ((9.202134293499453 45.48538816666194, 9.202134293499453 45.48570306622418, 9.202583451141512 45.48570306622418, 9.202583451141512 45.48538816666194, 9.202134293499453 45.48538816666194))"
19,106987,HD,"POLYGON ((9.209769973414469 45.47342067892399, 9.209769973414469 45.47373564537723, 9.21021913105653 45.47373564537723, 9.21021913105653 45.47342067892399, 9.209769973414469 45.47342067892399))"
20,79749,HD,"POLYGON ((9.181922199606765 45.47373564537723, 9.181922199606765 45.47405061007017, 9.182371357248824 45.47405061007017, 9.182371357248824 45.47373564537723, 9.181922199606765 45.47373564537723))"
21,103572,HD,"POLYGON ((9.206176712277991 45.47877486922903, 9.206176712277991 45.47908980575729, 9.206625869920051 45.47908980575729, 9.206625869920051 45.47877486922903, 9.206176712277991 45.47877486922903))"
22,104012,HD,"POLYGON ((9.206625869920051 45.48066446199423, 9.206625869920051 45.48097938796074, 9.207075027562112 45.48097938796074, 9.207075027562112 45.48066446199423, 9.206625869920051 45.48066446199423))"
23,13304,Agri,"POLYGON ((9.091192355910692 45.45420439654528, 9.091192355910692 45.45451947037714, 9.091641513552752 45.45451947037714, 9.091641513552752 45.45420439654528, 9.091192355910692 45.45420439654528))"
24,21146,HD,"POLYGON ((9.106014558098664 45.49735311255055, 9.106014558098664 45.49766794522225, 9.106463715740723 45.49766794522225, 9.106463715740723 45.49735311255055, 9.106014558098664 45.49735311255055))"
25,78810,HD,"POLYGON ((9.181023884322643 45.46428588605019, 9.181023884322643 45.46460090355214, 9.181473041964704 45.46460090355214, 9.181473041964704 45.46428588605019, 9.181023884322643 45.46428588605019))"
26,95384,HD,"POLYGON ((9.197642717078857 45.48255399138903, 9.197642717078857 45.48286890679383, 9.198091874720916 45.48286890679383, 9.198091874720916 45.48255399138903, 9.197642717078857 45.48255399138903))"
27,101439,HD,"POLYGON ((9.203930924067691 45.48822219935187, 9.203930924067691 45.48853708307157, 9.204380081709752 45.48853708307157, 9.204380081709752 45.48822219935187, 9.203930924067691 45.48822219935187))"
28,53222,HD,"POLYGON ((9.154074425799058 45.43277524626426, 9.154074425799058 45.43309043979822, 9.154523583441119 45.43309043979822, 9.154523583441119 45.43277524626426, 9.154074425799058 45.43277524626426))"
29,111944,Industrial,"POLYGON ((9.215159865119185 45.44191514405419, 9.215159865119185 45.44223028653855, 9.215609022761246 45.44223028653855, 9.215609022761246 45.44191514405419, 9.215159865119185 45.44191514405419))"
30,38483,HD,"POLYGON ((9.134311489548431 45.44790255024159, 9.134311489548431 45.44821765927981, 9.13476064719049 45.44821765927981, 9.13476064719049 45.44790255024159, 9.134311489548431 45.44790255024159))"
31,102117,Green_Urban,"POLYGON ((9.204829239351811 45.42962321410616, 9.204829239351811 45.4299384252435, 9.205278396993871 45.4299384252435, 9.205278396993871 45.42962321410616, 9.204829239351811 45.42962321410616))"
32,73095,HD,"POLYGON ((9.175184834975868 45.51340733446965, 9.175184834975868 45.51372207736798, 9.175633992617927 45.51372207736798, 9.175633992617927 45.51340733446965, 9.175184834975868 45.51340733446965))"
33,56037,Industrial,"POLYGON ((9.157218529293477 45.50364943153364, 9.157218529293477 45.503964229, 9.157667686935538 45.503964229, 9.157667686935538 45.50364943153364, 9.157218529293477 45.50364943153364))"
34,72135,Industrial,"POLYGON ((9.174286519691748 45.495149234561, 9.174286519691748 45.49546407955461, 9.174735677333809 45.49546407955461, 9.174735677333809 45.495149234561, 9.174286519691748 45.495149234561))"
35,85663,HD,"POLYGON ((9.187761248953541 45.49263041124226, 9.187761248953541 45.49294527031807, 9.188210406595601 45.49294527031807, 9.188210406595601 45.49263041124226, 9.187761248953541 45.49263041124226))"
36,83501,Industrial,"POLYGON ((9.185515460743243 45.50868597976392, 9.185515460743243 45.5090007490661, 9.185964618385302 45.5090007490661, 9.185964618385302 45.50868597976392, 9.185515460743243 45.50868597976392))"
37,62572,HD,"POLYGON ((9.164405051566433 45.46365584576539, 9.164405051566433 45.46397086678795, 9.164854209208492 45.46397086678795, 9.164854209208492 45.46365584576539, 9.164405051566433 45.46365584576539))"
38,98793,HD,"POLYGON ((9.201235978215333 45.4529440836147, 9.201235978215333 45.45325916448781, 9.201685135857394 45.45325916448781, 9.201685135857394 45.4529440836147, 9.201235978215333 45.4529440836147))"
39,69022,HD,"POLYGON ((9.171142416197331 45.48223907422395, 9.171142416197331 45.48255399138903, 9.17159157383939 45.48255399138903, 9.17159157383939 45.48223907422395, 9.171142416197331 45.48223907422395))"
40,92683,Transport,"POLYGON ((9.194947771226499 45.47877486922903, 9.194947771226499 45.47908980575729, 9.195396928868558 45.47908980575729, 9.195396928868558 45.47877486922903, 9.194947771226499 45.47877486922903))"
41,47820,Industrial,"POLYGON ((9.146887903526103 45.44506648968319, 9.146887903526103 45.4453816145643, 9.147337061168162 45.4453816145643, 9.147337061168162 45.44506648968319, 9.146887903526103 45.44506648968319))"
42,79310,Transport,"POLYGON ((9.181473041964704 45.47940474052525, 9.181473041964704 45.47971967353293, 9.181922199606765 45.47971967353293, 9.181922199606765 45.47940474052525, 9.181473041964704 45.47940474052525))"
43,89889,Industrial,"POLYGON ((9.192252825374139 45.4453816145643, 9.192252825374139 45.44569673768509, 9.192701983016198 45.44569673768509, 9.192701983016198 45.4453816145643, 9.192252825374139 45.4453816145643))"
44,78866,HD,"POLYGON ((9.181023884322643 45.48192415529858, 9.181023884322643 45.48223907422395, 9.181473041964704 45.48223907422395, 9.181473041964704 45.48192415529858, 9.181023884322643 45.48192415529858))"
45,100548,HD,"POLYGON ((9.203032608783573 45.47657026424309, 9.203032608783573 45.47688521309339, 9.203481766425632 45.47688521309339, 9.203481766425632 45.47657026424309, 9.203032608783573 45.47657026424309))"
46,34733,Transport,"POLYGON ((9.129370755485771 45.44443623463998, 9.129370755485771 45.44475136304173, 9.129819913127831 45.44475136304173, 9.129819913127831 45.44443623463998, 9.129370755485771 45.44443623463998))"
47,102120,HD,"POLYGON ((9.204829239351811 45.43056884223713, 9.204829239351811 45.43088404809345, 9.205278396993871 45.43088404809345, 9.205278396993871 45.43056884223713, 9.204829239351811 45.43056884223713))"
48,32175,Industrial,"POLYGON ((9.125328336707234 45.51025980867225, 9.125328336707234 45.51057456917314, 9.125777494349293 45.51057456917314, 9.125777494349293 45.51025980867225, 9.125328336707234 45.51025980867225))"
49,86885,HD,"POLYGON ((9.18910872187972 45.46869597088979, 9.18910872187972 45.46901096374749, 9.18955787952178 45.46901096374749, 9.18955787952178 45.46869597088979, 9.18910872187972 45.46869597088979))"
50,124853,HD,"POLYGON ((9.230431224949218 45.48160923461293, 9.230431224949218 45.48192415529858, 9.230880382591279 45.48192415529858, 9.230880382591279 45.48160923461293, 9.230431224949218 45.48160923461293))"
51,50278,Transport,"POLYGON ((9.150032007020521 45.47373564537723, 9.150032007020521 45.47405061007017, 9.150481164662581 45.47405061007017, 9.150481164662581 45.47373564537723, 9.150032007020521 45.47373564537723))"
52,118659,HD,"POLYGON ((9.222795545034202 45.49577892278795, 9.222795545034202 45.49609376426101, 9.223244702676261 45.49609376426101, 9.223244702676261 45.49577892278795, 9.222795545034202 45.49577892278795))"
53,104006,HD,"POLYGON ((9.206625869920051 45.47877486922903, 9.206625869920051 45.47908980575729, 9.207075027562112 45.47908980575729, 9.207075027562112 45.47877486922903, 9.206625869920051 45.47877486922903))"
54,75725,Transport,"POLYGON ((9.177879780828226 45.48979660034757, 9.177879780828226 45.49011147526586, 9.178328938470285 45.49011147526586, 9.178328938470285 45.48979660034757, 9.177879780828226 45.48979660034757))"
55,96221,HD,"POLYGON ((9.198541032362975 45.46869597088979, 9.198541032362975 45.46901096374749, 9.198990190005036 45.46901096374749, 9.198990190005036 45.46869597088979, 9.198541032362975 45.46869597088979))"
56,102292,Transport,"POLYGON ((9.204829239351811 45.48475836225661, 9.204829239351811 45.48507326533942, 9.205278396993871 45.48507326533942, 9.205278396993871 45.48475836225661, 9.204829239351811 45.48475836225661))"
57,104004,HD,"POLYGON ((9.206625869920051 45.47814499089165, 9.206625869920051 45.47845993094049, 9.207075027562112 45.47845993094049, 9.207075027562112 45.47814499089165, 9.206625869920051 45.47814499089165))"
58,103557,Transport,"POLYGON ((9.206176712277991 45.47405061007017, 9.206176712277991 45.47436557300281, 9.206625869920051 45.47436557300281, 9.206625869920051 45.47405061007017, 9.206176712277991 45.47405061007017))"
59,107351,HD,"POLYGON ((9.21021913105653 45.45577974810143, 9.21021913105653 45.4560948131317, 9.210668288698589 45.4560948131317, 9.210668288698589 45.45577974810143, 9.21021913105653 45.45577974810143))"
60,68919,HD,"POLYGON ((9.171142416197331 45.44979317806607, 9.171142416197331 45.45010827654236, 9.17159157383939 45.45010827654236, 9.17159157383939 45.44979317806607, 9.171142416197331 45.44979317806607))"
61,105252,HD,"POLYGON ((9.20797334284623 45.46145064931895, 9.20797334284623 45.46176568266365, 9.208422500488291 45.46176568266365, 9.208422500488291 45.46145064931895, 9.20797334284623 45.46145064931895))"
62,90850,HD,"POLYGON ((9.193151140658257 45.46586095595686, 9.193151140658257 45.46617596465729, 9.193600298300318 45.46617596465729, 9.193600298300318 45.46586095595686, 9.193151140658257 45.46586095595686))"
63,24549,Industrial,"POLYGON ((9.112751922729561 45.45483454244868, 9.112751922729561 45.45514961275991, 9.113201080371621 45.45514961275991, 9.113201080371621 45.45483454244868, 9.112751922729561 45.45483454244868))"
64,75087,HD,"POLYGON ((9.177430623186167 45.43088404809345, 9.177430623186167 45.43119925218942, 9.177879780828226 45.43119925218942, 9.177879780828226 45.43088404809345, 9.177430623186167 45.43088404809345))"
65,113714,Transport,"POLYGON ((9.216956495687425 45.47688521309339, 9.216956495687425 45.47720016018339, 9.217405653329484 45.47720016018339, 9.217405653329484 45.47688521309339, 9.216956495687425 45.47688521309339))"
66,108296,HD,"POLYGON ((9.211117446340648 45.48948172366899, 9.211117446340648 45.48979660034757, 9.211566603982709 45.48979660034757, 9.211566603982709 45.48948172366899, 9.211117446340648 45.48948172366899))"
67,64361,HD,"POLYGON ((9.166201682134671 45.48979660034757, 9.166201682134671 45.49011147526586, 9.166650839776732 45.49011147526586, 9.166650839776732 45.48979660034757, 9.166201682134671 45.48979660034757))"
68,62226,HD,"POLYGON ((9.163955893924374 45.48664775434919, 9.163955893924374 45.48696264687028, 9.164405051566433 45.48696264687028, 9.164405051566433 45.48664775434919, 9.163955893924374 45.48664775434919))"
69,101871,HD,"POLYGON ((9.204380081709752 45.48853708307157, 9.204380081709752 45.48885196503099, 9.204829239351811 45.48885196503099, 9.204829239351811 45.48853708307157, 9.204380081709752 45.48853708307157))"
70,74234,Transport,"POLYGON ((9.176532307902047 45.44632697864569, 9.176532307902047 45.44664209648552, 9.176981465544106 45.44664209648552, 9.176981465544106 45.44632697864569, 9.176532307902047 45.44632697864569))"
71,103005,Industrial,"POLYGON ((9.205727554635931 45.43655745248974, 9.205727554635931 45.43687262489971, 9.206176712277991 45.43687262489971, 9.206176712277991 45.43655745248974, 9.205727554635931 45.43655745248974))"
72,115607,HD,"POLYGON ((9.219202283897724 45.46334082298254, 9.219202283897724 45.46365584576539, 9.219651441539785 45.46365584576539, 9.219651441539785 45.46334082298254, 9.219202283897724 45.46334082298254))"
73,107016,HD,"POLYGON ((9.209769973414469 45.48255399138903, 9.209769973414469 45.48286890679383, 9.21021913105653 45.48286890679383, 9.21021913105653 45.48255399138903, 9.209769973414469 45.48255399138903))"
74,134607,Industrial,"POLYGON ((9.243007638926892 45.46208071424803, 9.243007638926892 45.46239574407213, 9.243456796568951 45.46239574407213, 9.243456796568951 45.46208071424803, 9.243007638926892 45.46208071424803))"
75,78363,HD,"POLYGON ((9.180574726680584 45.46586095595686, 9.180574726680584 45.46617596465729, 9.181023884322643 45.46617596465729, 9.181023884322643 45.46586095595686, 9.180574726680584 45.46586095595686))"
76,89568,Industrial,"POLYGON ((9.191803667732078 45.48570306622418, 9.191803667732078 45.48601796402613, 9.192252825374139 45.48601796402613, 9.192252825374139 45.48570306622418, 9.191803667732078 45.48570306622418))"
77,34317,HD,"POLYGON ((9.128472440201651 45.51372207736798, 9.128472440201651 45.51403681850608, 9.128921597843712 45.51403681850608, 9.128921597843712 45.51372207736798, 9.128472440201651 45.51372207736798))"
78,72631,HD,"POLYGON ((9.174735677333809 45.50931551660803, 9.174735677333809 45.50963028238968, 9.175184834975868 45.50963028238968, 9.175184834975868 45.50931551660803, 9.174735677333809 45.50931551660803))"
79,113242,HD,"POLYGON ((9.216507338045364 45.45483454244868, 9.216507338045364 45.45514961275991, 9.216956495687425 45.45514961275991, 9.216956495687425 45.45483454244868, 9.216507338045364 45.45483454244868))"
80,100913,HD,"POLYGON ((9.203481766425632 45.45767011187846, 9.203481766425632 45.45798516634687, 9.203930924067691 45.45798516634687, 9.203930924067691 45.45767011187846, 9.203481766425632 45.45767011187846))"
81,137672,HD,"POLYGON ((9.24705005770543 45.50994504641109, 9.24705005770543 45.51025980867225, 9.247499215347489 45.51025980867225, 9.247499215347489 45.50994504641109, 9.24705005770543 45.50994504641109))"
82,81566,HD,"POLYGON ((9.183718830175003 45.46995593175881, 9.183718830175003 45.47027091757532, 9.184167987817064 45.47027091757532, 9.184167987817064 45.46995593175881, 9.183718830175003 45.46995593175881))"
83,88238,HD,"POLYGON ((9.190456194805899 45.4872775376311, 9.190456194805899 45.48759242663164, 9.19090535244796 45.48759242663164, 9.19090535244796 45.4872775376311, 9.190456194805899 45.4872775376311))"
84,108166,Transport,"POLYGON ((9.211117446340648 45.4485327665577, 9.211117446340648 45.44884787207527, 9.211566603982709 45.44884787207527, 9.211566603982709 45.4485327665577, 9.211117446340648 45.4485327665577))"
85,104503,HD,"POLYGON ((9.207075027562112 45.49829760528485, 9.207075027562112 45.49861243267575, 9.207524185204171 45.49861243267575, 9.207524185204171 45.49829760528485, 9.207075027562112 45.49829760528485))"
86,59115,Industrial,"POLYGON ((9.160811790429955 45.4293080012085, 9.160811790429955 45.42962321410616, 9.161260948072016 45.42962321410616, 9.161260948072016 45.4293080012085, 9.160811790429955 45.4293080012085))"
87,81959,HD,"POLYGON ((9.184167987817064 45.45010827654236, 9.184167987817064 45.45042337325834, 9.184617145459123 45.45042337325834, 9.184617145459123 45.45010827654236, 9.184167987817064 45.45010827654236))"
88,40085,HD,"POLYGON ((9.136108120116669 45.51844300961292, 9.136108120116669 45.51875772434725, 9.136557277758728 45.51875772434725, 9.136557277758728 45.51844300961292, 9.136108120116669 45.51844300961292))"
89,61431,HD,"POLYGON ((9.163057578640254 45.50018654322619, 9.163057578640254 45.50050136005547, 9.163506736282313 45.50050136005547, 9.163506736282313 45.50018654322619, 9.163057578640254 45.50018654322619))"
90,84636,Transport,"POLYGON ((9.186862933669422 45.4453816145643, 9.186862933669422 45.44569673768509, 9.187312091311481 45.44569673768509, 9.187312091311481 45.4453816145643, 9.186862933669422 45.4453816145643))"
91,90834,HD,"POLYGON ((9.193151140658257 45.46082057734862, 9.193151140658257 45.46113561421394, 9.193600298300318 45.46113561421394, 9.193600298300318 45.46082057734862, 9.193151140658257 45.46082057734862))"
92,15636,Agri,"POLYGON ((9.09613308997335 45.48633286006779, 9.09613308997335 45.48664775434919, 9.096582247615411 45.48664775434919, 9.096582247615411 45.48633286006779, 9.09613308997335 45.48633286006779))"
93,90843,HD,"POLYGON ((9.193151140658257 45.46365584576539, 9.193151140658257 45.46397086678795, 9.193600298300318 45.46397086678795, 9.193600298300318 45.46365584576539, 9.193151140658257 45.46365584576539))"
94,40654,Green_Urban,"POLYGON ((9.137006435400789 45.48601796402613, 9.137006435400789 45.48633286006779, 9.137455593042848 45.48633286006779, 9.137455593042848 45.48601796402613, 9.137006435400789 45.48601796402613))"
95,126279,HD,"POLYGON ((9.232227855517458 45.47279074073663, 9.232227855517458 45.47310571071047, 9.232677013159517 45.47310571071047, 9.232677013159517 45.47279074073663, 9.232227855517458 45.47279074073663))"
96,72043,HD,"POLYGON ((9.174286519691748 45.46617596465729, 9.174286519691748 45.46649097159742, 9.174735677333809 45.46649097159742, 9.174735677333809 45.46617596465729, 9.174286519691748 45.46617596465729))"
97,45227,HD,"POLYGON ((9.143294642389623 45.47184582025338, 9.143294642389623 45.47216079550809, 9.143743800031684 45.47216079550809, 9.143743800031684 45.47184582025338, 9.143294642389623 45.47184582025338))"
98,33711,Sports,"POLYGON ((9.127574124917533 45.51844300961292, 9.127574124917533 45.51875772434725, 9.128023282559592 45.51875772434725, 9.128023282559592 45.51844300961292, 9.127574124917533 45.51844300961292))"
99,123983,HD,"POLYGON ((9.229532909665098 45.43813329693624, 9.229532909665098 45.43844846054454, 9.229982067307157 45.43844846054454, 9.229982067307157 45.43813329693624, 9.229532909665098 45.43813329693624))"
100,54399,HD,"POLYGON ((9.155421898725237 45.46680597677722, 9.155421898725237 45.46712098019674, 9.155871056367298 45.46712098019674, 9.155871056367298 45.46680597677722, 9.155421898725237 45.46680597677722))"
101,115715,HD,"POLYGON ((9.219202283897724 45.49735311255055, 9.219202283897724 45.49766794522225, 9.219651441539785 45.49766794522225, 9.219651441539785 45.49735311255055, 9.219202283897724 45.49735311255055))"
102,43633,HD,"POLYGON ((9.141048854179326 45.49388983698383, 9.141048854179326 45.49420468901853, 9.141498011821385 45.49420468901853, 9.141498011821385 45.49388983698383, 9.141048854179326 45.49388983698383))"
103,70001,HD,"POLYGON ((9.17204073148145 45.52159007774515, 9.17204073148145 45.52190477487702, 9.17248988912351 45.52190477487702, 9.17248988912351 45.52159007774515, 9.17204073148145 45.52159007774515))"
104,54722,HD,"POLYGON ((9.155871056367298 45.45262900098126, 9.155871056367298 45.4529440836147, 9.156320214009357 45.4529440836147, 9.156320214009357 45.45262900098126, 9.155871056367298 45.45262900098126))"
105,112003,Green_Urban,"POLYGON ((9.215159865119185 45.460505538723, 9.215159865119185 45.46082057734862, 9.215609022761246 45.46082057734862, 9.215609022761246 45.460505538723, 9.215159865119185 45.460505538723))"
106,68925,HD,"POLYGON ((9.171142416197331 45.45168374251906, 9.171142416197331 45.45199883043344, 9.17159157383939 45.45199883043344, 9.17159157383939 45.45168374251906, 9.171142416197331 45.45168374251906))"
107,127396,HD,"POLYGON ((9.233575328443637 45.48664775434919, 9.233575328443637 45.48696264687028, 9.234024486085696 45.48696264687028, 9.234024486085696 45.48664775434919, 9.233575328443637 45.48664775434919))"
108,49080,Industrial,"POLYGON ((9.148235376452282 45.51844300961292, 9.148235376452282 45.51875772434725, 9.148684534094341 45.51875772434725, 9.148684534094341 45.51844300961292, 9.148235376452282 45.51844300961292))"
109,103914,HD,"POLYGON ((9.206625869920051 45.44979317806607, 9.206625869920051 45.45010827654236, 9.207075027562112 45.45010827654236, 9.207075027562112 45.44979317806607, 9.206625869920051 45.44979317806607))"
110,124035,Industrial,"POLYGON ((9.229532909665098 45.45451947037714, 9.229532909665098 45.45483454244868, 9.229982067307157 45.45483454244868, 9.229982067307157 45.45451947037714, 9.229532909665098 45.45451947037714))"
111,64671,HD,"POLYGON ((9.166650839776732 45.45262900098126, 9.166650839776732 45.4529440836147, 9.167099997418791 45.4529440836147, 9.167099997418791 45.45262900098126, 9.166650839776732 45.45262900098126))"
112,121964,Transport,"POLYGON ((9.22683796381274 45.49546407955461, 9.22683796381274 45.49577892278795, 9.227287121454799 45.49577892278795, 9.227287121454799 45.49546407955461, 9.22683796381274 45.49546407955461))"
113,65242,Transport,"POLYGON ((9.167099997418791 45.49766794522225, 9.167099997418791 45.49798277613368, 9.167549155060851 45.49798277613368, 9.167549155060851 45.49766794522225, 9.167099997418791 45.49766794522225))"
114,98479,Transport,"POLYGON ((9.200786820573274 45.48948172366899, 9.200786820573274 45.48979660034757, 9.201235978215333 45.48979660034757, 9.201235978215333 45.48948172366899, 9.200786820573274 45.48948172366899))"
115,97520,HD,"POLYGON ((9.199888505289154 45.46113561421394, 9.199888505289154 45.46145064931895, 9.200337662931215 45.46145064931895, 9.200337662931215 45.46113561421394, 9.199888505289154 45.46113561421394))"
116,102219,HD,"POLYGON ((9.204829239351811 45.46176568266365, 9.204829239351811 45.46208071424803, 9.205278396993871 45.46208071424803, 9.205278396993871 45.46176568266365, 9.204829239351811 45.46176568266365))"
117,96721,HD,"POLYGON ((9.198990190005036 45.4872775376311, 9.198990190005036 45.48759242663164, 9.199439347647095 45.48759242663164, 9.199439347647095 45.4872775376311, 9.198990190005036 45.4872775376311))"
118,39904,Transport,"POLYGON ((9.136108120116669 45.46145064931895, 9.136108120116669 45.46176568266365, 9.136557277758728 45.46176568266365, 9.136557277758728 45.46145064931895, 9.136108120116669 45.46145064931895))"
119,107852,HD,"POLYGON ((9.210668288698589 45.48160923461293, 9.210668288698589 45.48192415529858, 9.211117446340648 45.48192415529858, 9.211117446340648 45.48160923461293, 9.210668288698589 45.48160923461293))"
120,79702,HD,"POLYGON ((9.181922199606765 45.45893031919024, 9.181922199606765 45.45924536661741, 9.182371357248824 45.45924536661741, 9.182371357248824 45.45893031919024, 9.181922199606765 45.45893031919024))"
121,95825,HD,"POLYGON ((9.198091874720916 45.48255399138903, 9.198091874720916 45.48286890679383, 9.198541032362975 45.48286890679383, 9.198541032362975 45.48255399138903, 9.198091874720916 45.48255399138903))"
122,86086,HD,"POLYGON ((9.188210406595601 45.48885196503099, 9.188210406595601 45.48916684523014, 9.188659564237661 45.48916684523014, 9.188659564237661 45.48885196503099, 9.188210406595601 45.48885196503099))"
123,114815,HD,"POLYGON ((9.218303968613604 45.45325916448781, 9.218303968613604 45.45357424360062, 9.218753126255665 45.45357424360062, 9.218753126255665 45.45325916448781, 9.218303968613604 45.45325916448781))"
124,72986,HD,"POLYGON ((9.175184834975868 45.47908980575729, 9.175184834975868 45.47940474052525, 9.175633992617927 45.47940474052525, 9.175633992617927 45.47908980575729, 9.175184834975868 45.47908980575729))"
125,41827,HD,"POLYGON ((9.138803065969027 45.44349083887275, 9.138803065969027 45.44380597255548, 9.139252223611086 45.44380597255548, 9.139252223611086 45.44349083887275, 9.138803065969027 45.44349083887275))"
126,82058,Industrial,"POLYGON ((9.184167987817064 45.48129431216698, 9.184167987817064 45.48160923461293, 9.184617145459123 45.48160923461293, 9.184617145459123 45.48129431216698, 9.184167987817064 45.48129431216698))"
127,79659,HD,"POLYGON ((9.181922199606765 45.4453816145643, 9.181922199606765 45.44569673768509, 9.182371357248824 45.44569673768509, 9.182371357248824 45.4453816145643, 9.181922199606765 45.4453816145643))"
128,109065,HD,"POLYGON ((9.212015761624768 45.46649097159742, 9.212015761624768 45.46680597677722, 9.212464919266827 45.46680597677722, 9.212464919266827 45.46649097159742, 9.212015761624768 45.46649097159742))"
129,19121,Transport,"POLYGON ((9.102421296962186 45.45735505564973, 9.102421296962186 45.45767011187846, 9.102870454604245 45.45767011187846, 9.102870454604245 45.45735505564973, 9.102421296962186 45.45735505564973))"
130,117183,HD,"POLYGON ((9.220998914465964 45.49011147526586, 9.220998914465964 45.49042634842389, 9.221448072108023 45.49042634842389, 9.221448072108023 45.49011147526586, 9.220998914465964 45.49011147526586))"
131,95431,HD,"POLYGON ((9.197642717078857 45.49735311255055, 9.197642717078857 45.49766794522225, 9.198091874720916 45.49766794522225, 9.198091874720916 45.49735311255055, 9.197642717078857 45.49735311255055))"
132,132540,Industrial,"POLYGON ((9.240312693074532 45.46334082298254, 9.240312693074532 45.46365584576539, 9.240761850716591 45.46365584576539, 9.240761850716591 45.46334082298254, 9.240312693074532 45.46334082298254))"
133,128845,HD,"POLYGON ((9.235371959011875 45.50585297683263, 9.235371959011875 45.50616776197715, 9.235821116653936 45.50616776197715, 9.235821116653936 45.50585297683263, 9.235371959011875 45.50585297683263))"
134,91790,HD,"POLYGON ((9.194049455942379 45.48034953426741, 9.194049455942379 45.48066446199423, 9.194498613584438 45.48066446199423, 9.194498613584438 45.48034953426741, 9.194049455942379 45.48034953426741))"
135,112865,HD,"POLYGON ((9.216058180403305 45.46680597677722, 9.216058180403305 45.46712098019674, 9.216507338045364 45.46712098019674, 9.216507338045364 45.46680597677722, 9.216058180403305 45.46680597677722))"
